Customer_ID,Feedback_Score,Policy_Type,Late_Payments,Lifetime_Months,Claims_Filed,Premium_Amount,Age,Gender,Income_Level,Is_Churn
CUST_917,1,Auto,0,25,0,3259,83,Male,Medium,0
CUST_918,6,Life,6,5,5,1426,24,Male,Low,0
CUST_919,6,Auto,9,48,1,4550,31,Female,High,0
CUST_920,4,Health,7,25,5,3177,35,Other,High,0
CUST_921,3,Auto,1,40,4,4757,36,Other,Medium,0
CUST_922,7,Auto,3,54,2,3747,76,Other,Medium,0
CUST_923,8,Health,6,48,4,2283,33,Other,High,0
CUST_924,10,Health,3,49,5,4211,71,Male,Low,0
CUST_925,10,Life,5,3,3,2226,71,Male,Medium,0
CUST_926,3,Life,9,20,1,3229,39,Female,High,0
CUST_927,5,Auto,1,31,2,2174,44,Other,High,0
CUST_928,5,Auto,10,43,0,2160,47,Other,Low,0
CUST_929,9,Life,1,25,4,1858,63,Female,High,0
CUST_930,4,Life,4,5,3,4379,41,Other,Medium,0
CUST_931,8,Health,2,4,2,780,71,Other,Medium,1
CUST_932,3,Health,0,10,3,1569,18,Other,Low,0
CUST_933,7,Life,2,40,0,4634,28,Male,High,0
CUST_934,9,Life,8,55,2,3791,77,Female,High,1
CUST_935,8,Auto,6,28,1,3845,75,Other,Low,1
CUST_936,8,Life,1,43,1,4059,40,Male,Medium,0
CUST_937,10,Life,2,49,0,4609,71,Male,High,0
CUST_938,4,Life,2,42,4,4045,61,Male,Medium,0
CUST_939,9,Health,3,42,5,4866,60,Male,Medium,0
CUST_940,9,Auto,2,24,1,3522,82,Male,Low,1
CUST_941,10,Health,8,17,3,4918,26,Female,High,0
CUST_942,5,Life,6,19,0,2700,44,Female,Medium,0
CUST_943,10,Life,10,6,1,2241,34,Other,High,1
CUST_944,2,Auto,1,38,5,1070,73,Other,High,1
CUST_945,3,Life,4,48,5,1228,30,Other,Medium,0
CUST_946,9,Auto,0,3,0,3655,42,Male,Low,1
CUST_947,7,Health,2,49,0,1823,60,Other,Medium,0
CUST_948,8,Auto,10,51,2,1049,51,Female,Medium,0
CUST_949,3,Auto,4,17,2,986,35,Other,Medium,0
CUST_950,9,Life,5,13,3,3818,75,Female,Low,1
CUST_951,8,Health,4,32,2,3404,18,Other,High,0
CUST_952,8,Auto,2,30,0,1190,28,Other,Medium,1
CUST_953,5,Auto,2,56,4,2996,34,Female,Medium,0
CUST_954,8,Health,4,3,3,2573,45,Other,Medium,0
CUST_955,9,Life,9,11,1,4281,43,Male,Medium,0
CUST_956,7,Auto,2,40,5,2193,34,Male,Medium,0
CUST_957,10,Health,2,43,4,3797,25,Male,Low,0
CUST_958,2,Health,4,27,5,3479,24,Other,High,0
CUST_959,1,Life,3,30,2,2877,39,Male,Medium,0
CUST_960,5,Life,0,60,0,2146,59,Other,Low,0
CUST_961,1,Auto,2,57,5,1140,46,Other,Low,0
CUST_962,8,Health,3,3,0,649,23,Other,Low,0
CUST_963,7,Auto,2,22,1,3284,53,Male,Low,0
CUST_964,3,Life,0,1,3,3397,69,Other,Low,1
CUST_965,10,Auto,0,14,3,4095,78,Male,High,1
CUST_966,7,Auto,0,21,2,4557,57,Male,Low,1
CUST_967,10,Auto,1,27,4,1043,20,Male,High,1
CUST_968,7,Auto,3,50,0,870,76,Male,Medium,0
CUST_969,6,Life,2,53,3,2178,30,Male,Low,0
CUST_970,3,Health,7,54,4,950,65,Female,Low,0
CUST_971,5,Auto,8,11,5,1678,46,Male,High,1
CUST_972,2,Health,9,16,1,4276,47,Other,High,0
CUST_973,6,Auto,2,29,1,3207,32,Female,Medium,0
CUST_974,8,Auto,8,53,5,3894,27,Female,Medium,0
CUST_975,4,Health,10,12,5,839,61,Female,Low,0
CUST_976,2,Life,10,49,5,4971,69,Female,Low,1
CUST_977,9,Health,2,18,4,3208,55,Other,Low,0
CUST_978,1,Life,4,26,4,4989,82,Male,Low,0
CUST_979,3,Auto,10,43,2,3637,46,Other,Low,1
CUST_980,1,Health,3,18,0,4197,59,Other,Medium,1
CUST_981,5,Life,5,50,0,2048,71,Female,Medium,0
CUST_982,1,Life,0,21,0,3217,40,Male,High,1
CUST_983,5,Auto,10,52,3,4771,76,Other,High,0
CUST_984,2,Health,9,26,0,2952,61,Female,Low,1
CUST_985,1,Auto,7,1,1,2169,42,Other,High,1
CUST_986,8,Auto,9,19,0,2595,31,Female,Medium,1
CUST_987,2,Auto,1,35,1,1819,83,Other,Low,1
CUST_988,10,Life,3,49,5,2042,51,Other,Medium,0
CUST_989,2,Health,5,58,3,1317,48,Male,High,0
CUST_990,3,Health,3,57,0,2644,48,Male,Medium,0
CUST_991,10,Health,2,23,4,2765,66,Male,High,0
CUST_992,5,Auto,9,56,3,3231,54,Other,Low,1
CUST_993,4,Auto,5,6,0,1868,37,Male,High,1
CUST_994,4,Health,6,6,4,1330,32,Other,Medium,0
CUST_995,8,Auto,1,38,2,1882,62,Male,High,0
CUST_996,1,Health,10,38,3,3331,37,Male,Low,1
CUST_997,3,Health,7,3,3,4990,71,Female,High,0
CUST_998,7,Life,6,59,4,4049,50,Other,Low,0
CUST_999,6,Health,2,26,0,871,64,Female,High,0
CUST_1000,8,Auto,9,21,4,3975,84,Other,Low,1
CUST_1001,9,Life,4,49,3,1638,77,Female,High,0
CUST_1002,2,Health,8,26,3,540,26,Other,High,1
CUST_1003,5,Health,4,47,5,4695,66,Male,Low,0
CUST_1004,10,Auto,6,16,1,1380,67,Other,High,0
CUST_1005,7,Health,7,12,3,864,42,Male,Low,0
CUST_1006,4,Health,6,56,1,2732,44,Female,High,0
CUST_1007,6,Health,4,12,5,891,24,Other,Low,0
CUST_1008,6,Health,0,44,0,1445,44,Male,Medium,0
CUST_1009,1,Health,8,26,3,3096,34,Male,Medium,1
CUST_1010,2,Health,9,32,4,1516,38,Male,High,1
CUST_1011,10,Auto,7,39,1,2973,30,Other,High,1
CUST_1012,4,Auto,7,5,3,1350,73,Male,Low,0
CUST_1013,6,Life,9,49,2,2890,83,Other,Medium,1
CUST_1014,4,Auto,5,8,4,517,23,Male,High,0
CUST_1015,2,Health,3,5,1,3434,77,Other,Medium,1
CUST_1016,2,Life,6,53,3,988,18,Other,Low,1
CUST_1017,1,Life,1,32,2,3356,30,Male,High,0
CUST_1018,2,Health,4,33,3,616,83,Male,Low,0
CUST_1019,6,Life,0,22,0,1148,37,Other,High,0
CUST_1020,9,Auto,8,8,0,2483,28,Male,Low,1
CUST_1021,5,Health,3,12,0,2681,60,Male,Low,0
CUST_1022,6,Health,0,23,0,4425,61,Female,Medium,0
CUST_1023,7,Auto,10,39,3,2734,80,Other,Low,1
CUST_1024,8,Health,7,46,5,1823,51,Female,Low,0
CUST_1025,4,Life,0,11,4,3789,29,Other,Low,0
CUST_1026,2,Life,9,44,5,2295,35,Male,High,1
CUST_1027,4,Auto,0,30,3,3896,65,Other,Medium,0
CUST_1028,8,Auto,6,12,3,2586,30,Female,High,1
CUST_1029,1,Life,3,51,2,1091,40,Male,Low,0
CUST_1030,1,Life,3,38,0,1996,31,Female,Medium,1
CUST_1031,2,Life,6,5,0,1907,42,Other,Low,0
CUST_1032,8,Life,0,26,4,3874,42,Male,Medium,0
CUST_1033,5,Health,2,39,5,2983,55,Female,Low,0
CUST_1034,10,Auto,7,19,3,4204,19,Female,Low,0
CUST_1035,4,Life,3,9,0,1611,27,Other,Low,1
CUST_1036,2,Auto,1,49,0,3123,78,Female,High,0
CUST_1037,8,Auto,5,10,4,2686,27,Male,Medium,0
CUST_1038,6,Auto,6,9,1,2295,56,Other,Medium,1
CUST_1039,7,Health,7,57,1,1960,52,Female,Medium,0
CUST_1040,1,Life,2,55,2,2837,61,Female,Medium,1
CUST_1041,8,Life,6,39,5,3289,64,Female,Medium,0
CUST_1042,4,Health,1,10,5,2235,78,Male,Low,0
CUST_1043,1,Health,7,60,5,3759,73,Other,Low,1
CUST_1044,3,Life,3,23,3,607,67,Other,Medium,0
CUST_1045,2,Life,6,16,3,2869,66,Female,Low,0
CUST_1046,8,Auto,2,35,5,1536,37,Other,Low,0
CUST_1047,4,Health,9,17,0,2576,62,Male,High,0
CUST_1048,8,Health,2,5,4,714,43,Other,Medium,0
CUST_1049,4,Health,4,36,0,4898,70,Male,Medium,0
CUST_1050,4,Auto,5,29,3,1185,75,Other,High,0
CUST_1051,10,Life,9,22,0,4215,31,Male,Low,1
CUST_1052,8,Life,10,51,0,2819,31,Male,High,0
CUST_1053,1,Auto,8,56,4,2764,80,Female,Low,1
CUST_1054,2,Life,9,31,2,1632,33,Other,High,1
CUST_1055,1,Health,7,60,1,3509,35,Other,Medium,1
CUST_1056,2,Auto,7,25,3,2443,23,Other,Low,1
CUST_1057,5,Life,7,6,0,3778,47,Female,Low,0
CUST_1058,10,Life,3,32,0,4824,57,Other,Low,0
CUST_1059,3,Life,8,26,3,3264,64,Male,High,1
CUST_1060,7,Auto,2,24,0,2021,79,Other,High,0
CUST_1061,3,Life,4,44,0,4204,52,Male,Medium,0
CUST_1062,2,Auto,3,32,0,4043,33,Male,High,0
CUST_1063,9,Health,8,11,0,4621,74,Male,High,0
CUST_1064,10,Health,2,11,1,1949,61,Male,High,0
CUST_1065,3,Health,1,43,1,656,66,Other,High,0
CUST_1066,3,Life,4,17,1,1301,62,Other,Low,0
CUST_1067,5,Auto,6,56,5,4989,40,Female,Low,0
CUST_1068,1,Life,2,59,0,4996,44,Other,Low,1
CUST_1069,1,Life,9,60,1,1336,18,Other,Medium,1
CUST_1070,7,Auto,2,24,5,1855,24,Other,High,1
CUST_1071,2,Health,2,54,3,1748,34,Other,Low,1
CUST_1072,4,Auto,2,34,4,3012,41,Female,High,0
CUST_1073,9,Health,2,58,1,3647,55,Other,Medium,0
CUST_1074,7,Auto,8,53,4,3693,40,Other,Medium,0
CUST_1075,6,Health,3,34,0,1507,34,Other,Medium,0
CUST_1076,5,Life,3,56,2,2627,47,Other,Low,0
CUST_1077,10,Health,8,57,0,1807,75,Male,High,1
CUST_1078,7,Auto,1,16,5,4898,29,Other,High,0
CUST_1079,7,Life,3,28,0,820,69,Other,Medium,0
CUST_1080,1,Health,8,28,0,4499,67,Male,Medium,0
CUST_1081,3,Auto,5,1,0,513,57,Male,Low,0
CUST_1082,6,Health,2,32,4,1822,47,Male,Medium,0
CUST_1083,2,Auto,2,38,0,565,45,Male,High,0
CUST_1084,5,Auto,3,36,5,4334,42,Other,High,1
CUST_1085,4,Health,5,14,3,625,63,Other,Low,0
CUST_1086,6,Life,9,16,4,4066,28,Other,High,1
CUST_1087,9,Auto,0,43,1,2522,75,Other,Low,0
CUST_1088,1,Life,6,19,2,3432,38,Other,Low,0
CUST_1089,5,Auto,2,4,5,1331,26,Male,Low,1
CUST_1090,8,Life,7,33,4,3106,26,Male,High,0
CUST_1091,2,Auto,10,13,0,1134,26,Female,Medium,1
CUST_1092,2,Auto,0,47,0,1112,58,Male,Medium,1
CUST_1093,9,Health,9,53,3,4343,35,Male,High,0
CUST_1094,1,Auto,4,52,3,3298,38,Male,High,0
CUST_1095,1,Auto,0,13,3,2246,74,Other,Medium,1
CUST_1096,5,Life,10,31,4,2431,19,Male,High,0
CUST_1097,6,Life,1,33,4,1460,45,Other,Medium,0
CUST_1098,1,Auto,4,14,3,4103,25,Other,Low,1
CUST_1099,2,Life,4,26,0,949,71,Female,High,0
CUST_1100,6,Life,1,55,0,1608,78,Female,Low,0
CUST_1101,4,Auto,2,41,0,3369,72,Other,High,0
CUST_1102,2,Health,4,8,2,2169,50,Female,High,1
CUST_1103,2,Health,5,23,4,2459,34,Other,Low,1
CUST_1104,10,Auto,2,54,2,4586,24,Male,Medium,0
CUST_1105,6,Life,2,41,0,4382,32,Male,Medium,0
CUST_1106,10,Auto,9,37,0,513,29,Male,High,1
CUST_1107,7,Auto,2,12,3,4853,81,Other,High,0
CUST_1108,1,Life,4,55,1,3688,49,Female,Low,0
CUST_1109,3,Life,5,25,1,921,27,Female,Medium,0
CUST_1110,8,Life,6,27,4,3026,23,Male,Low,0
CUST_1111,7,Auto,7,34,1,2430,27,Male,Low,0
CUST_1112,10,Health,10,26,5,4331,23,Other,Low,1
CUST_1113,4,Life,0,25,1,4420,32,Other,Low,0
CUST_1114,5,Auto,8,42,2,3331,21,Male,High,1
CUST_1115,8,Life,10,34,0,4274,51,Female,Medium,0
CUST_1116,8,Auto,10,2,4,1975,68,Female,Low,1
CUST_1117,10,Health,9,35,3,3512,22,Female,Medium,1
CUST_1118,7,Health,3,2,2,2124,24,Male,Medium,0
CUST_1119,7,Health,9,31,1,4327,60,Female,Medium,0
CUST_1120,1,Health,3,38,4,1207,41,Male,High,0
CUST_1121,6,Health,10,24,2,4533,23,Female,Low,0
CUST_1122,5,Life,5,27,4,1633,57,Female,Medium,0
CUST_1123,9,Auto,0,22,5,790,61,Male,Low,1
CUST_1124,6,Life,4,16,3,1440,67,Female,High,0
CUST_1125,7,Health,6,4,0,3148,71,Other,Low,0
CUST_1126,3,Auto,2,2,3,2387,69,Female,Low,0
CUST_1127,6,Life,9,4,3,2467,62,Male,High,1
CUST_1128,8,Life,3,12,1,2360,29,Female,High,0
CUST_1129,6,Health,3,52,0,703,20,Other,Low,0
CUST_1130,1,Life,10,10,0,560,43,Female,High,1
CUST_1131,5,Auto,7,32,3,2135,63,Other,Medium,0
CUST_1132,3,Auto,4,24,0,2026,44,Female,Low,1
CUST_1133,3,Auto,1,1,1,3257,78,Female,Medium,1
CUST_1134,5,Life,5,40,2,3635,41,Other,High,0
CUST_1135,7,Health,3,13,2,3905,35,Female,Low,0
CUST_1136,5,Life,5,45,2,2725,76,Male,High,0
CUST_1137,1,Auto,8,27,4,4145,85,Male,Medium,1
CUST_1138,7,Life,3,43,3,2559,47,Male,Low,0
CUST_1139,10,Auto,3,53,2,1050,41,Other,Low,1
CUST_1140,5,Life,8,2,2,2063,19,Male,Medium,0
CUST_1141,9,Health,7,18,0,2432,39,Other,Low,0
CUST_1142,7,Life,8,31,1,1073,61,Other,High,0
CUST_1143,2,Life,10,56,5,1322,45,Other,High,1
CUST_1144,8,Auto,9,1,2,3422,41,Male,Medium,1
CUST_1145,6,Life,5,40,5,1249,57,Male,Medium,0
CUST_1146,5,Auto,9,10,1,3896,52,Male,Low,1
CUST_1147,2,Health,1,36,5,4621,85,Other,Low,1
CUST_1148,9,Health,9,3,0,2357,20,Male,Medium,1
CUST_1149,3,Auto,0,16,4,2881,80,Female,Low,0
CUST_1150,8,Life,5,58,5,4918,70,Female,Low,0
CUST_1151,8,Life,3,15,1,2966,73,Male,High,0
CUST_1152,2,Auto,0,29,2,1793,63,Other,Medium,0
CUST_1153,2,Health,9,52,2,1655,77,Male,Medium,1
CUST_1154,5,Life,10,6,5,3877,78,Male,Low,1
CUST_1155,9,Life,4,17,4,4041,69,Female,High,0
CUST_1156,9,Life,5,10,0,2117,58,Other,Low,0
CUST_1157,2,Auto,8,44,2,1211,57,Male,Medium,1
CUST_1158,7,Auto,7,8,5,3514,45,Other,Medium,1
CUST_1159,1,Auto,5,14,3,2979,63,Other,High,1
CUST_1160,6,Auto,9,52,2,2238,39,Female,Medium,0
CUST_1161,9,Auto,5,31,4,644,30,Other,High,0
CUST_1162,1,Health,0,19,2,740,50,Other,Low,0
CUST_1163,2,Health,8,29,0,2190,72,Male,Medium,1
CUST_1164,10,Auto,2,53,1,3049,48,Male,Medium,0
CUST_1165,8,Health,5,12,2,1462,27,Female,Low,0
CUST_1166,6,Auto,7,32,1,2521,39,Male,Medium,1
CUST_1167,6,Life,2,53,2,1123,55,Male,High,0
CUST_1168,8,Auto,3,37,5,3414,61,Other,Low,0
CUST_1169,1,Auto,2,15,1,3620,48,Other,Medium,0
CUST_1170,9,Life,10,38,3,3306,51,Male,High,1
CUST_1171,3,Health,3,12,1,2105,76,Female,High,0
CUST_1172,7,Auto,0,41,1,3606,51,Male,High,0
CUST_1173,8,Life,0,10,2,4039,26,Female,Low,0
CUST_1174,9,Health,7,44,1,4564,27,Male,High,0
CUST_1175,7,Life,0,27,1,1220,69,Female,Low,0
CUST_1176,6,Health,8,47,0,2197,22,Other,High,1
CUST_1177,1,Health,6,46,5,3784,83,Other,Medium,0
CUST_1178,5,Auto,1,33,3,3007,51,Female,High,1
CUST_1179,5,Auto,8,40,5,3930,77,Male,Medium,0
CUST_1180,5,Life,6,18,2,2103,33,Male,High,0
CUST_1181,2,Health,9,56,2,3192,38,Male,High,0
CUST_1182,5,Health,4,37,4,1183,36,Female,High,0
CUST_1183,5,Life,8,21,3,2969,38,Male,High,1
CUST_1184,3,Auto,4,17,3,3160,45,Female,High,0
CUST_1185,10,Health,6,11,0,1882,52,Other,Low,0
CUST_1186,5,Auto,10,32,5,2005,52,Female,Low,1
CUST_1187,3,Health,7,53,1,4719,55,Female,High,0
CUST_1188,7,Life,4,27,1,1611,53,Male,Medium,0
CUST_1189,8,Life,7,48,0,2241,76,Other,Low,0
CUST_1190,1,Health,10,57,1,1640,56,Female,Low,1
CUST_1191,9,Life,5,9,0,3163,56,Female,High,0
CUST_1192,9,Life,2,40,3,2272,85,Female,Low,0
CUST_1193,1,Auto,9,16,0,3029,63,Other,Medium,1
CUST_1194,6,Auto,1,47,5,4690,68,Other,Low,1
CUST_1195,1,Health,4,47,1,3129,57,Other,Low,1
CUST_1196,2,Life,8,49,4,2031,56,Female,High,1
CUST_1197,6,Auto,3,16,5,4160,60,Male,Medium,1
CUST_1198,2,Auto,5,26,1,2234,28,Other,High,0
CUST_1199,4,Life,10,47,0,2594,51,Female,Low,0
CUST_1200,8,Auto,6,37,1,3828,40,Female,Medium,1
CUST_1201,9,Health,5,56,0,3410,33,Other,Medium,0
CUST_1202,7,Health,0,33,4,4089,65,Other,Low,0
CUST_1203,3,Life,8,14,3,4236,77,Female,Medium,0
CUST_1204,7,Auto,10,10,3,3082,35,Other,High,1
CUST_1205,9,Auto,6,49,3,2465,29,Male,Medium,0
CUST_1206,5,Life,9,20,5,2312,50,Other,Low,0
CUST_1207,10,Life,2,2,3,3338,34,Female,Medium,0
CUST_1208,8,Life,10,44,2,1944,66,Male,Low,0
CUST_1209,1,Auto,2,31,2,1477,25,Other,Low,1
CUST_1210,5,Health,7,12,4,4564,79,Male,Low,0
CUST_1211,3,Life,10,52,1,501,26,Female,High,0
CUST_1212,5,Life,0,59,1,3674,46,Male,Medium,0
CUST_1213,2,Auto,2,33,4,2910,43,Other,Low,1
CUST_1214,7,Life,5,6,5,553,28,Female,Low,1
CUST_1215,10,Life,2,51,3,4048,52,Female,Low,0
CUST_1216,9,Life,10,40,4,2862,47,Other,Medium,0
CUST_1217,2,Health,10,54,0,1223,34,Other,Low,1
CUST_1218,5,Life,5,23,3,1676,74,Other,Low,0
CUST_1219,3,Life,10,40,1,2107,69,Male,Low,1
CUST_1220,1,Auto,10,33,4,1125,54,Male,High,1
CUST_1221,8,Auto,4,7,0,3149,68,Male,Low,0
CUST_1222,7,Life,10,41,0,2801,32,Other,Low,0
CUST_1223,9,Auto,1,59,2,835,34,Female,High,1
CUST_1224,2,Auto,1,43,4,1774,45,Male,Low,1
CUST_1225,8,Health,10,27,3,3024,63,Male,Low,1
CUST_1226,1,Life,0,59,1,2640,59,Other,Low,1
CUST_1227,1,Life,5,5,0,4270,51,Male,High,1
CUST_1228,7,Auto,5,43,5,4620,64,Other,Low,0
CUST_1229,9,Health,6,33,4,2174,36,Other,Medium,0
CUST_1230,2,Health,2,2,3,568,60,Male,High,1
CUST_1231,5,Life,10,38,3,4207,32,Female,Low,0
CUST_1232,4,Health,4,52,3,3236,44,Other,High,0
CUST_1233,7,Auto,1,33,3,619,74,Other,Low,0
CUST_1234,6,Life,2,53,3,1376,40,Male,High,0
CUST_1235,10,Health,6,49,1,3775,19,Male,Low,0
CUST_1236,8,Auto,10,2,4,2112,70,Male,High,1
CUST_1237,3,Health,6,39,3,1661,77,Female,Medium,0
CUST_1238,4,Life,7,35,0,4575,74,Female,Low,0
CUST_1239,10,Life,6,36,5,671,45,Male,Medium,0
CUST_1240,8,Life,10,47,1,2052,25,Male,Low,0
CUST_1241,7,Auto,8,4,5,2706,76,Female,Low,1
CUST_1242,7,Auto,0,17,4,1442,21,Female,High,0
CUST_1243,2,Auto,10,2,3,2570,48,Other,Low,1
CUST_1244,1,Auto,9,40,5,1337,45,Male,High,1
CUST_1245,6,Health,4,14,2,635,50,Female,High,0
CUST_1246,5,Auto,0,15,4,3336,69,Male,High,1
CUST_1247,2,Life,5,26,4,1527,68,Female,Low,0
CUST_1248,8,Health,9,47,0,3616,38,Male,Low,0
CUST_1249,2,Life,6,12,5,3751,24,Other,Low,1
CUST_1250,6,Health,4,29,0,2146,79,Other,Medium,0
CUST_1251,1,Auto,7,10,2,3886,61,Male,Low,1
CUST_1252,1,Life,0,18,5,2937,45,Male,Low,1
CUST_1253,8,Auto,3,50,3,1869,32,Female,Low,0
CUST_1254,7,Health,3,20,0,4304,29,Other,High,0
CUST_1255,1,Health,6,22,3,1751,42,Female,Medium,0
CUST_1256,2,Life,4,54,2,1107,38,Male,Low,0
CUST_1257,8,Auto,2,9,4,2035,84,Female,High,0
CUST_1258,6,Auto,4,12,2,3827,28,Female,High,0
CUST_1259,2,Auto,5,31,2,2642,83,Female,High,1
CUST_1260,9,Life,3,24,2,3066,44,Other,Medium,0
CUST_1261,1,Health,2,39,5,2833,59,Male,Low,0
CUST_1262,1,Health,0,17,4,2160,19,Female,High,0
CUST_1263,8,Life,6,9,2,3674,74,Male,Medium,1
CUST_1264,8,Auto,5,25,5,4484,48,Other,Medium,1
CUST_1265,9,Auto,4,32,2,3925,82,Female,Low,1
CUST_1266,5,Life,3,15,3,4675,56,Other,Low,0
CUST_1267,3,Life,2,52,2,4440,59,Other,High,0
CUST_1268,9,Health,6,9,3,4051,61,Other,Low,0
CUST_1269,5,Health,10,45,3,4422,19,Other,Medium,0
CUST_1270,6,Health,1,46,5,3004,64,Female,Low,0
CUST_1271,6,Auto,4,46,0,3693,22,Other,Low,0
CUST_1272,8,Auto,3,46,1,4426,68,Male,High,0
CUST_1273,7,Health,4,31,5,2023,83,Female,Medium,0
CUST_1274,2,Life,0,12,5,3665,33,Other,High,1
CUST_1275,9,Auto,10,12,3,4709,62,Male,Medium,1
CUST_1276,7,Auto,3,58,0,3845,30,Female,High,0
CUST_1277,8,Life,7,10,2,2093,29,Male,Low,0
CUST_1278,8,Auto,1,7,1,539,51,Male,High,0
CUST_1279,1,Health,5,52,2,1229,71,Female,High,0
CUST_1280,7,Health,2,21,1,2404,35,Female,Low,0
CUST_1281,7,Health,4,23,3,2188,76,Male,Low,0
CUST_1282,8,Auto,3,16,4,2307,82,Male,High,1
CUST_1283,3,Auto,1,10,5,1586,60,Other,Medium,1
CUST_1284,2,Auto,0,21,4,4499,68,Female,High,1
CUST_1285,10,Life,9,4,1,1604,70,Other,High,0
CUST_1286,3,Auto,1,50,5,1275,38,Other,Medium,0
CUST_1287,3,Health,5,7,1,4204,27,Female,High,0
CUST_1288,9,Auto,10,26,4,509,78,Female,Medium,0
CUST_1289,4,Health,6,40,3,1900,68,Male,Medium,0
CUST_1290,5,Life,8,56,1,3916,38,Female,Low,0
CUST_1291,10,Health,3,38,1,4464,77,Male,High,0
CUST_1292,2,Health,10,13,1,1488,40,Male,Medium,0
CUST_1293,5,Life,0,50,3,3652,57,Male,Medium,0
CUST_1294,4,Health,9,56,3,1077,47,Other,High,0
CUST_1295,1,Health,5,12,3,2929,82,Other,Low,1
CUST_1296,10,Auto,3,37,2,2819,33,Female,High,0
CUST_1297,3,Auto,1,60,2,1270,57,Female,Medium,0
CUST_1298,2,Health,2,59,5,4924,52,Male,High,0
CUST_1299,6,Life,2,29,4,3382,64,Male,Medium,0
CUST_1300,3,Life,5,17,5,1479,70,Male,Low,0
CUST_1301,8,Life,2,24,2,3024,62,Other,Medium,0
CUST_1302,3,Health,6,7,1,4265,28,Male,Low,0
CUST_1303,6,Life,4,6,3,3405,52,Female,High,0
CUST_1304,10,Auto,9,46,2,3960,75,Other,High,1
CUST_1305,8,Health,7,43,4,1509,61,Other,Low,0
CUST_1306,9,Auto,4,26,2,3906,44,Male,Low,0
CUST_1307,4,Auto,7,22,3,840,22,Male,High,1
CUST_1308,4,Health,8,53,5,2210,26,Other,Medium,0
CUST_1309,7,Health,7,45,2,4962,55,Male,Medium,0
CUST_1310,8,Health,0,50,2,2819,51,Male,Low,0
CUST_1311,5,Auto,6,51,5,3172,67,Male,Low,1
CUST_1312,1,Life,7,5,2,1730,45,Female,Low,1
CUST_1313,9,Health,10,28,5,3763,49,Other,High,0
CUST_1314,10,Auto,10,1,0,739,51,Female,Medium,1
CUST_1315,2,Life,10,35,1,3930,59,Male,High,0
CUST_1316,3,Life,6,26,5,4722,59,Male,High,0
CUST_1317,1,Life,4,12,0,2006,54,Male,Medium,0
CUST_1318,6,Health,4,50,5,1791,60,Male,Medium,0
CUST_1319,10,Life,2,19,0,4610,18,Male,High,0
CUST_1320,10,Auto,8,54,1,4255,29,Female,High,1
CUST_1321,5,Life,6,38,5,3067,34,Other,High,0
CUST_1322,5,Auto,10,51,0,3809,36,Male,Medium,0
CUST_1323,8,Health,3,21,2,1086,35,Male,High,0
CUST_1324,7,Life,0,57,1,3013,27,Female,Low,0
CUST_1325,10,Life,7,7,3,1193,84,Male,High,0
CUST_1326,9,Life,10,15,3,588,82,Female,Medium,0
CUST_1327,9,Auto,0,13,2,3615,56,Male,Medium,0
CUST_1328,1,Health,7,38,4,3633,30,Female,Medium,0
CUST_1329,2,Health,8,28,2,1072,44,Female,Low,1
CUST_1330,3,Health,1,28,2,3519,28,Other,High,0
CUST_1331,3,Health,0,53,1,1890,34,Male,Low,0
CUST_1332,6,Auto,1,47,4,2056,24,Other,Low,0
CUST_1333,7,Life,0,1,4,1794,63,Female,Medium,0
CUST_1334,3,Health,1,48,1,3263,49,Female,Medium,0
CUST_1335,1,Life,2,22,1,4201,25,Male,Low,1
CUST_1336,9,Life,4,53,1,4823,84,Other,Low,0
CUST_1337,4,Health,4,30,1,876,47,Other,Medium,0
CUST_1338,7,Life,8,21,2,4982,21,Male,High,0
CUST_1339,2,Auto,0,55,2,4634,37,Male,High,1
CUST_1340,1,Health,5,10,5,3244,41,Other,High,1
CUST_1341,9,Health,6,42,1,854,37,Female,High,0
CUST_1342,9,Life,9,37,1,3969,23,Male,Medium,0
CUST_1343,1,Auto,10,26,2,622,39,Female,Medium,1
CUST_1344,3,Life,4,26,3,2066,57,Male,Low,0
CUST_1345,6,Auto,2,48,3,949,26,Female,Low,1
CUST_1346,8,Health,1,20,4,2323,81,Male,High,0
CUST_1347,1,Life,1,59,1,2839,72,Female,High,1
CUST_1348,2,Health,8,31,1,4453,70,Male,High,1
CUST_1349,7,Health,7,5,4,1083,74,Female,Low,0
CUST_1350,3,Auto,4,44,4,1141,23,Female,High,0
CUST_1351,1,Life,9,6,5,2007,69,Male,Low,1
CUST_1352,7,Health,10,33,3,903,85,Other,Medium,0
CUST_1353,4,Health,0,6,2,1624,43,Female,Low,0
CUST_1354,8,Auto,0,14,3,4340,38,Other,Low,0
CUST_1355,1,Health,4,59,5,2241,39,Male,High,1
CUST_1356,4,Health,4,58,2,700,66,Other,High,0
CUST_1357,6,Health,9,9,2,1638,70,Other,Medium,1
CUST_1358,6,Health,1,43,4,2419,75,Other,Medium,0
CUST_1359,10,Life,0,1,5,4826,55,Other,High,1
CUST_1360,6,Health,10,30,1,3470,25,Other,Medium,1
CUST_1361,10,Life,0,10,5,3207,20,Male,Low,0
CUST_1362,2,Health,7,13,0,1297,18,Female,Low,0
CUST_1363,6,Life,2,48,1,1641,79,Female,Medium,0
CUST_1364,2,Auto,3,37,5,1762,80,Other,High,0
CUST_1365,7,Life,1,8,4,788,46,Female,High,0
